row,identifier,column,original,new,variation
376,9126e919-4884-4506-ac0a-8f51e1a90001,birthDate,1983-04-24,24-04-1983,Birth Date Format Change
377,5ac18a82-60f8-4c4a-9281-d1c6b721d17d,personName,Vincent Copeland,Copeland Vincent,Name Order Change
377,5ac18a82-60f8-4c4a-9281-d1c6b721d17d,knowsLanguage,de,German,Language Representation Change
378,7f3f3a7a-d2b0-4249-a813-3fac30edc402,personName,Daniel Martinez,Martinez Daniel,Name Order Changes
379,70fa9c5b-24a4-416a-a95d-1eafd756f058,birthDate,1965-11-19,1965-19-11,Date Format Changes
380,a2a0425d-4b0c-4a97-b51c-7410b135946a,personName,Jessica Cooper,J. Cooper,Name Abbreviation
380,a2a0425d-4b0c-4a97-b51c-7410b135946a,birthDate,1980-10-30,30-10-1980,Birth Date Format Change
381,335e9218-950e-4154-8d9e-437045f80f9b,personName,Lynn Hicks,Hicks Lynn,Name Order Change
382,40733471-b726-44d4-96e6-d77abf63ff67,personName,Melody Thompson,M. Thompson,Name Abbreviation
382,40733471-b726-44d4-96e6-d77abf63ff67,birthDate,1970-02-06,06-02-1970,Birth Date Format Change
383,d0bae318-7d35-407d-801a-e817903099c4,knowsLanguage,et,et,Language Abbreviation Expansion
384,de46cc8a-4c43-455b-a76d-1691e2b98fd5,knowsLanguage,nl,Dutch,Language Abbreviation Expansion
385,adee1674-f3ba-487f-ad92-ee67815caa30,birthDate,1962-05-29,29-05-1962,Birth Date Format Change
385,adee1674-f3ba-487f-ad92-ee67815caa30,personName,Amanda Thomas,Thomas Amanda,Name Order Change
386,7236c9fd-cfd3-4fcf-9720-e54564ddeda8,personName,Jillian Jackson,Jackson Jillian,Name Order Change
386,7236c9fd-cfd3-4fcf-9720-e54564ddeda8,birthDate,1980-01-11,11-01-1980,Birth Date Format Change
387,1386a0eb-1f6c-45c8-9703-5b6f42308db6,personName,George Morse,G. Morse,Name Abbreviations
388,a27d4962-37aa-43d0-b217-4c8f412485a8,birthDate,1974-01-11,11-01-1974,Birth Date Format Change
388,a27d4962-37aa-43d0-b217-4c8f412485a8,personName,Adriana Conway,Conway Adriana,Name Order Change
389,4def7440-71b7-4a85-8d1d-86b64206e969,knowsLanguage,nl,Dutch,Language Abbreviation Expansion
390,bafa50b0-608c-4044-bff4-d9e846e56529,personName,Marvin Martin,M. Martin,Name Abbreviations
391,0968c472-d01d-485f-b550-034047988cbb,birthDate,1969-09-16,1969-16-09,Date Format Changes
392,caabf1a2-e31e-4d64-9f64-d38fbeeab4a5,knowsLanguage,nl,Dutch,Language Representation Change
392,caabf1a2-e31e-4d64-9f64-d38fbeeab4a5,birthDate,1960-07-21,21-07-1960,Birth Date Format Change
392,caabf1a2-e31e-4d64-9f64-d38fbeeab4a5,personName,Brandon Jackson,Jackson Brandon,Name Order Change
393,c0dff1c7-e523-4839-a25a-60ebaaf8d073,personName,Carolyn Smith,C. Smith,Name Abbreviations
394,829aaeb0-9c85-412e-9d92-ce4d9fad50a7,personName,Gregory Jackson,G. Jackson,Name Abbreviations
