row,original_id,field_name,original_value,varied_value,variation_type,entity_type,duplicate_id
142,35d8151c-f1c6-427b-8993-6bfce66ce628,knowsLanguage,nl,,omission,Person,Person143
143,a2078258-1cd4-4456-bcd1-d4ae922536cc,knowsLanguage,de,,omission,Person,Person144
144,82779bb3-d0d8-4dc2-af09-d868a63efbe3,birthDate,1991-02-09,09-02-1991,Birth Date Format Change,Person,Person145
144,82779bb3-d0d8-4dc2-af09-d868a63efbe3,personName,Curtis Sanchez,C. Sanchez,Name Abbreviation,Person,Person145
144,82779bb3-d0d8-4dc2-af09-d868a63efbe3,knowsLanguage,et,,omission,Person,Person145
145,0c99725b-04a5-441d-86a9-232be797a97a,personName,Alex Garcia,Garcia Alex,Name Order Change,Person,Person146
145,0c99725b-04a5-441d-86a9-232be797a97a,email,alexgarcia@healthcare.org,,omission,HealthcarePersonnel,Person146
146,5cfa744f-c71e-4302-b61b-dc8d9650e9fd,birthDate,1996-09-16,,omission,Person,Person147
147,f6cd31de-2a3a-4bde-ba35-3fb00630a9c5,birthDate,1971-03-19,19-03-1971,Birth Date Format Change,Person,Person148
147,f6cd31de-2a3a-4bde-ba35-3fb00630a9c5,jobTitle,Pulmonary Function Technologist,,omission,HealthcarePersonnel,Person148
147,f6cd31de-2a3a-4bde-ba35-3fb00630a9c5,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person148
147,f6cd31de-2a3a-4bde-ba35-3fb00630a9c5,personName,Mary Gonzalez,Gonzalez Mary,Name Order Change,Person,Person148
148,ee2aafe9-9a59-4140-802c-7a6c3e3f40cc,email,melissaerickson@healthcare.org,,omission,HealthcarePersonnel,Person149
148,ee2aafe9-9a59-4140-802c-7a6c3e3f40cc,jobTitle,Anesthesiology Assistant,Anesthesiology Assitsant,Job Title Typo,HealthcarePersonnel,Person149
148,ee2aafe9-9a59-4140-802c-7a6c3e3f40cc,personName,Melissa Erickson,Erickson Melissa,Name Order Change,Person,Person149
149,24e78e1d-ea73-4f29-9759-8ac502019df9,email,lindsayscott@healthcare.org,,omission,HealthcarePersonnel,Person150
149,24e78e1d-ea73-4f29-9759-8ac502019df9,email,lindsayscott@healthcare.org,lindsaysjott@healthcare.org,Email Typo,HealthcarePersonnel,Person150
149,24e78e1d-ea73-4f29-9759-8ac502019df9,jobTitle,Cosmetic Surgery Nurse,CosmeticS urgery Nurse,Job Title Typo,HealthcarePersonnel,Person150
150,3b5e3ff8-06db-43ae-a6ca-2e67c3d101f3,email,carolinewade@healthcare.org,,omission,HealthcarePersonnel,Person151
150,3b5e3ff8-06db-43ae-a6ca-2e67c3d101f3,birthDate,1994-01-28,28-01-1994,Birth Date Format Change,Person,Person151
150,3b5e3ff8-06db-43ae-a6ca-2e67c3d101f3,personName,Caroline Wade,Wade Caroline,Name Order Change,Person,Person151
151,51853f6a-2079-4452-a531-574beba00297,personName,Angela Reed,Reed Angela,Name Order Change,Person,Person152
151,51853f6a-2079-4452-a531-574beba00297,birthDate,1986-12-23,23-12-1986,Birth Date Format Change,Person,Person152
151,51853f6a-2079-4452-a531-574beba00297,knowsLanguage,de,,omission,Person,Person152
151,51853f6a-2079-4452-a531-574beba00297,email,angelareed@healthcare.org,angenareed@healthcare.org,Email Typo,HealthcarePersonnel,Person152
151,51853f6a-2079-4452-a531-574beba00297,knowsLanguage,de,German,Language Representation Change,Person,Person152
151,51853f6a-2079-4452-a531-574beba00297,jobTitle,Respiratory Therapist,Respiratory Theraipst,Job Title Typo,HealthcarePersonnel,Person152
152,30860f35-5c27-421d-80e5-1d91eafe7d43,birthDate,2000-01-06,06-01-2000,Birth Date Format Change,Person,Person153
152,30860f35-5c27-421d-80e5-1d91eafe7d43,knowsLanguage,et,,omission,Person,Person153
152,30860f35-5c27-421d-80e5-1d91eafe7d43,jobTitle,Plastic Surgeon,Plastic Sugreon,Job Title Typo,HealthcarePersonnel,Person153
152,30860f35-5c27-421d-80e5-1d91eafe7d43,email,dawnrichards@healthcare.org,dawnricharrs@healthcare.org,Email Typo,HealthcarePersonnel,Person153
152,30860f35-5c27-421d-80e5-1d91eafe7d43,personName,Dawn Richards,D. Richards,Name Abbreviation,Person,Person153
153,1ccbaaf3-ea06-40d8-9d41-e18418cd38b5,birthDate,1979-06-11,,omission,Person,Person154
153,1ccbaaf3-ea06-40d8-9d41-e18418cd38b5,jobTitle,Cosmetic Surgery Nurse,Cosmteic Surgery Nurse,Job Title Typo,HealthcarePersonnel,Person154
154,7945f41a-232f-4fae-8be4-85f737028e97,jobTitle,Urology Nurse,,omission,HealthcarePersonnel,Person155
154,7945f41a-232f-4fae-8be4-85f737028e97,birthDate,1993-10-13,13-10-1993,Birth Date Format Change,Person,Person155
154,7945f41a-232f-4fae-8be4-85f737028e97,jobTitle,Urology Nurse,rUology Nurse,Job Title Typo,HealthcarePersonnel,Person155
154,7945f41a-232f-4fae-8be4-85f737028e97,personName,Michael Dunn,M. Dunn,Name Abbreviation,Person,Person155
154,7945f41a-232f-4fae-8be4-85f737028e97,email,michaeldunn@healthcare.org,michaelduin@healthcare.org,Email Typo,HealthcarePersonnel,Person155
155,e2fd8534-38dd-462f-96d3-3e2f09474afe,email,michaelcobb@healthcare.org,micoaelcobb@healthcare.org,Email Typo,HealthcarePersonnel,Person156
155,e2fd8534-38dd-462f-96d3-3e2f09474afe,birthDate,1970-08-15,15-08-1970,Birth Date Format Change,Person,Person156
155,e2fd8534-38dd-462f-96d3-3e2f09474afe,personName,Michael Cobb,M. Cobb,Name Abbreviation,Person,Person156
155,e2fd8534-38dd-462f-96d3-3e2f09474afe,email,michaelcobb@healthcare.org,,omission,HealthcarePersonnel,Person156
156,57843e01-93b0-48ac-8f03-8d6a08055d83,personName,Patricia Ball,P. Ball,Name Abbreviation,Person,Person157
156,57843e01-93b0-48ac-8f03-8d6a08055d83,jobTitle,Genetic Counselor,eGnetic Counselor,Job Title Typo,HealthcarePersonnel,Person157
156,57843e01-93b0-48ac-8f03-8d6a08055d83,jobTitle,Genetic Counselor,,omission,HealthcarePersonnel,Person157
156,57843e01-93b0-48ac-8f03-8d6a08055d83,birthDate,1984-02-29,29-02-1984,Birth Date Format Change,Person,Person157
157,e5e99b78-b25f-4b0f-921c-baf8ef1ac751,email,timothyspears@healthcare.org,,omission,HealthcarePersonnel,Person158
157,e5e99b78-b25f-4b0f-921c-baf8ef1ac751,personName,Timothy Spears,Spears Timothy,Name Order Change,Person,Person158
158,0116d36e-bba3-48dc-b6a1-521655d2309b,email,michaelbrown@healthcare.org,michaelbxown@healthcare.org,Email Typo,HealthcarePersonnel,Person159
158,0116d36e-bba3-48dc-b6a1-521655d2309b,jobTitle,Lung Function Technician,Lung Function Technicina,Job Title Typo,HealthcarePersonnel,Person159
158,0116d36e-bba3-48dc-b6a1-521655d2309b,jobTitle,Lung Function Technician,,omission,HealthcarePersonnel,Person159
159,ec58cdb4-2fc6-42c0-a32c-21f087b967f8,jobTitle,Lung Function Technician,Lung Function Tecnhician,Job Title Typo,HealthcarePersonnel,Person160
159,ec58cdb4-2fc6-42c0-a32c-21f087b967f8,birthDate,1994-06-09,09-06-1994,Birth Date Format Change,Person,Person160
159,ec58cdb4-2fc6-42c0-a32c-21f087b967f8,email,lisaburke@healthcare.org,likaburke@healthcare.org,Email Typo,HealthcarePersonnel,Person160
159,ec58cdb4-2fc6-42c0-a32c-21f087b967f8,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person160
159,ec58cdb4-2fc6-42c0-a32c-21f087b967f8,birthDate,1994-06-09,,omission,Person,Person160
159,ec58cdb4-2fc6-42c0-a32c-21f087b967f8,personName,Lisa Burke,Burke Lisa,Name Order Change,Person,Person160
160,65bafead-a230-4023-b2bd-c3d683ed9b5e,birthDate,1989-09-22,22-09-1989,Birth Date Format Change,Person,Person161
160,65bafead-a230-4023-b2bd-c3d683ed9b5e,email,heathergriffith@healthcare.org,,omission,HealthcarePersonnel,Person161
160,65bafead-a230-4023-b2bd-c3d683ed9b5e,personName,Heather Griffith,H. Griffith,Name Abbreviation,Person,Person161
160,65bafead-a230-4023-b2bd-c3d683ed9b5e,jobTitle,Renal Dietitian,Renal Dietitina,Job Title Typo,HealthcarePersonnel,Person161
161,0ed5be73-6d3a-48e8-bbec-7debf136f64e,birthDate,1988-01-03,,omission,Person,Person162
162,abcb17bd-a0c6-468a-a2b5-b39d8f573edc,jobTitle,Cardiovascular Surgeon,Cardiovasuclar Surgeon,Job Title Typo,HealthcarePersonnel,Person163
162,abcb17bd-a0c6-468a-a2b5-b39d8f573edc,knowsLanguage,et,,omission,Person,Person163
163,1a78701e-5c52-4557-8ae3-690a3d65d36f,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person164
163,1a78701e-5c52-4557-8ae3-690a3d65d36f,email,ashleebrown@healthcare.org,,omission,HealthcarePersonnel,Person164
163,1a78701e-5c52-4557-8ae3-690a3d65d36f,personName,Ashlee Brown,A. Brown,Name Abbreviation,Person,Person164
163,1a78701e-5c52-4557-8ae3-690a3d65d36f,jobTitle,EKG Technician,EK GTechnician,Job Title Typo,HealthcarePersonnel,Person164
164,16f27279-01c6-423f-aeea-933030b91497,personName,Joseph Martin,J. Martin,Name Abbreviation,Person,Person165
164,16f27279-01c6-423f-aeea-933030b91497,birthDate,1970-04-21,21-04-1970,Birth Date Format Change,Person,Person165
164,16f27279-01c6-423f-aeea-933030b91497,knowsLanguage,et,,omission,Person,Person165
165,f7480915-dfe1-4599-917a-9d3adb9d625e,birthDate,1999-04-26,,omission,Person,Person166
165,f7480915-dfe1-4599-917a-9d3adb9d625e,birthDate,1999-04-26,26-04-1999,Birth Date Format Change,Person,Person166
165,f7480915-dfe1-4599-917a-9d3adb9d625e,personName,Daniel James,James Daniel,Name Order Change,Person,Person166
165,f7480915-dfe1-4599-917a-9d3adb9d625e,jobTitle,ER Nurse,ER Nruse,Job Title Typo,HealthcarePersonnel,Person166
165,f7480915-dfe1-4599-917a-9d3adb9d625e,email,danieljames@healthcare.org,danialjames@healthcare.org,Email Typo,HealthcarePersonnel,Person166
166,c55c1e8a-ab91-40ba-ba15-6be5625e2cd7,jobTitle,Pharmacy Technician,,omission,HealthcarePersonnel,Person167
166,c55c1e8a-ab91-40ba-ba15-6be5625e2cd7,jobTitle,Pharmacy Technician,Pharmacy Techincian,Job Title Typo,HealthcarePersonnel,Person167
166,c55c1e8a-ab91-40ba-ba15-6be5625e2cd7,birthDate,1977-07-26,26-07-1977,Birth Date Format Change,Person,Person167
166,c55c1e8a-ab91-40ba-ba15-6be5625e2cd7,personName,Anita Boyd DDS,A. Boyd DDS,Name Abbreviation,Person,Person167
167,6daaea8b-8e2f-44db-8a1b-ef799548e082,email,tiffanyrojas@healthcare.org,tiffbnyrojas@healthcare.org,Email Typo,HealthcarePersonnel,Person168
167,6daaea8b-8e2f-44db-8a1b-ef799548e082,email,tiffanyrojas@healthcare.org,,omission,HealthcarePersonnel,Person168
167,6daaea8b-8e2f-44db-8a1b-ef799548e082,jobTitle,Pharmacy Technician,Pharmacy Techincian,Job Title Typo,HealthcarePersonnel,Person168
168,b4275c48-9ebf-4683-939f-aef5d3cce919,birthDate,1971-07-31,31-07-1971,Birth Date Format Change,Person,Person169
168,b4275c48-9ebf-4683-939f-aef5d3cce919,email,juliaross@healthcare.org,juqiaross@healthcare.org,Email Typo,HealthcarePersonnel,Person169
168,b4275c48-9ebf-4683-939f-aef5d3cce919,knowsLanguage,et,,omission,Person,Person169
168,b4275c48-9ebf-4683-939f-aef5d3cce919,personName,Julia Ross,Ross Julia,Name Order Change,Person,Person169
169,fc00a599-e902-4528-9c41-8ebdb1f60302,jobTitle,Pulmonologist,,omission,HealthcarePersonnel,Person170
169,fc00a599-e902-4528-9c41-8ebdb1f60302,jobTitle,Pulmonologist,Pumlonologist,Job Title Typo,HealthcarePersonnel,Person170
170,1b3e39be-ace2-41fb-ba2f-8debdf30bfa3,jobTitle,Dialysis Nurse,Dialyssi Nurse,Job Title Typo,HealthcarePersonnel,Person171
170,1b3e39be-ace2-41fb-ba2f-8debdf30bfa3,personName,Julie Duarte,Duarte Julie,Name Order Change,Person,Person171
170,1b3e39be-ace2-41fb-ba2f-8debdf30bfa3,birthDate,1998-01-06,,omission,Person,Person171
170,1b3e39be-ace2-41fb-ba2f-8debdf30bfa3,knowsLanguage,de,German,Language Representation Change,Person,Person171
170,1b3e39be-ace2-41fb-ba2f-8debdf30bfa3,email,julieduarte@healthcare.org,juliaduarte@healthcare.org,Email Typo,HealthcarePersonnel,Person171
171,5b473ab4-a29b-446d-98d6-d1114c149a2f,personName,Timothy Pena MD,T. Pena MD,Name Abbreviation,Person,Person172
171,5b473ab4-a29b-446d-98d6-d1114c149a2f,knowsLanguage,de,German,Language Representation Change,Person,Person172
171,5b473ab4-a29b-446d-98d6-d1114c149a2f,birthDate,1994-09-03,,omission,Person,Person172
171,5b473ab4-a29b-446d-98d6-d1114c149a2f,email,timothypenamd@healthcare.org,timothypenpmd@healthcare.org,Email Typo,HealthcarePersonnel,Person172
172,767f12e1-e997-45de-ab08-0e352a4e54c4,email,herbertgalloway@healthcare.org,herbertgajloway@healthcare.org,Email Typo,HealthcarePersonnel,Person173
172,767f12e1-e997-45de-ab08-0e352a4e54c4,knowsLanguage,et,,omission,Person,Person173
173,7bbb5c50-cb8a-4f19-980f-a40fc333af1f,email,michaellee@healthcare.org,,omission,HealthcarePersonnel,Person174
173,7bbb5c50-cb8a-4f19-980f-a40fc333af1f,personName,Michael Lee,Lee Michael,Name Order Change,Person,Person174
173,7bbb5c50-cb8a-4f19-980f-a40fc333af1f,birthDate,1977-12-19,19-12-1977,Birth Date Format Change,Person,Person174
174,c597f961-ba75-408f-9d5d-486513d5462f,birthDate,1982-10-15,,omission,Person,Person175
175,b9561b91-70ee-4eed-9747-26eaf92272d9,personName,Diana Navarro,D. Navarro,Name Abbreviation,Person,Person176
175,b9561b91-70ee-4eed-9747-26eaf92272d9,email,diananavarro@healthcare.org,diananavxrro@healthcare.org,Email Typo,HealthcarePersonnel,Person176
175,b9561b91-70ee-4eed-9747-26eaf92272d9,email,diananavarro@healthcare.org,,omission,HealthcarePersonnel,Person176
175,b9561b91-70ee-4eed-9747-26eaf92272d9,knowsLanguage,de,German,Language Representation Change,Person,Person176
175,b9561b91-70ee-4eed-9747-26eaf92272d9,birthDate,1972-03-31,31-03-1972,Birth Date Format Change,Person,Person176
176,d564aef7-fc0e-4f15-97be-e0fb6eb8726a,jobTitle,Trauma Surgeon,,omission,HealthcarePersonnel,Person177
176,d564aef7-fc0e-4f15-97be-e0fb6eb8726a,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person177
176,d564aef7-fc0e-4f15-97be-e0fb6eb8726a,personName,William Collins,Collins William,Name Order Change,Person,Person177
177,a91faeca-4667-4c49-93fc-3803bb181a97,jobTitle,Urology Nurse,,omission,HealthcarePersonnel,Person178
178,f8c93b8b-1b24-4427-a624-7c06e63eebbc,birthDate,1979-07-06,,omission,Person,Person179
178,f8c93b8b-1b24-4427-a624-7c06e63eebbc,personName,Michelle Castro,Castro Michelle,Name Order Change,Person,Person179
178,f8c93b8b-1b24-4427-a624-7c06e63eebbc,knowsLanguage,de,German,Language Representation Change,Person,Person179
178,f8c93b8b-1b24-4427-a624-7c06e63eebbc,birthDate,1979-07-06,06-07-1979,Birth Date Format Change,Person,Person179
179,e97d01e6-31e1-47c8-a80e-6a52f6c921e2,birthDate,1966-03-04,04-03-1966,Birth Date Format Change,Person,Person180
179,e97d01e6-31e1-47c8-a80e-6a52f6c921e2,knowsLanguage,et,,omission,Person,Person180
180,82b9cb52-d628-4823-b5df-72c76a6ea189,knowsLanguage,et,,omission,Person,Person181
181,b383854d-627f-4c49-857f-af3a7efb31c7,email,jonathandavidson@healthcare.org,jonathandavydson@healthcare.org,Email Typo,HealthcarePersonnel,Person182
181,b383854d-627f-4c49-857f-af3a7efb31c7,jobTitle,Dialysis Nurse,Dialysis Nruse,Job Title Typo,HealthcarePersonnel,Person182
181,b383854d-627f-4c49-857f-af3a7efb31c7,birthDate,1960-12-06,,omission,Person,Person182
182,1c0bab15-4f11-4e03-91f2-c42efd7f0f5b,jobTitle,ER Nurse,ER Nusre,Job Title Typo,HealthcarePersonnel,Person183
182,1c0bab15-4f11-4e03-91f2-c42efd7f0f5b,birthDate,1993-03-25,,omission,Person,Person183
183,f893379e-9180-4d4e-8bd4-13492fa1b02d,personName,Brian Lopez,Lopez Brian,Name Order Change,Person,Person184
183,f893379e-9180-4d4e-8bd4-13492fa1b02d,email,brianlopez@healthcare.org,,omission,HealthcarePersonnel,Person184
183,f893379e-9180-4d4e-8bd4-13492fa1b02d,email,brianlopez@healthcare.org,briknlopez@healthcare.org,Email Typo,HealthcarePersonnel,Person184
183,f893379e-9180-4d4e-8bd4-13492fa1b02d,knowsLanguage,de,German,Language Representation Change,Person,Person184
183,f893379e-9180-4d4e-8bd4-13492fa1b02d,birthDate,1993-06-21,21-06-1993,Birth Date Format Change,Person,Person184
184,751a832e-a18d-458f-92da-f95899b05523,knowsLanguage,et,,omission,Person,Person185
184,751a832e-a18d-458f-92da-f95899b05523,birthDate,1975-01-11,11-01-1975,Birth Date Format Change,Person,Person185
184,751a832e-a18d-458f-92da-f95899b05523,personName,Robert Anderson,Anderson Robert,Name Order Change,Person,Person185
185,2fcfe28f-f1b3-49d4-bb3e-3eca2f4f1fe0,birthDate,1962-07-13,13-07-1962,Birth Date Format Change,Person,Person186
185,2fcfe28f-f1b3-49d4-bb3e-3eca2f4f1fe0,knowsLanguage,de,German,Language Representation Change,Person,Person186
185,2fcfe28f-f1b3-49d4-bb3e-3eca2f4f1fe0,personName,Melissa Jordan,Jordan Melissa,Name Order Change,Person,Person186
185,2fcfe28f-f1b3-49d4-bb3e-3eca2f4f1fe0,knowsLanguage,de,,omission,Person,Person186
186,36b52bde-08bd-4713-b044-e72f88d4005e,birthDate,1981-04-12,12-04-1981,Birth Date Format Change,Person,Person187
186,36b52bde-08bd-4713-b044-e72f88d4005e,personName,Michaela Jones,Jones Michaela,Name Order Change,Person,Person187
186,36b52bde-08bd-4713-b044-e72f88d4005e,email,michaelajones@healthcare.org,michaqlajones@healthcare.org,Email Typo,HealthcarePersonnel,Person187
186,36b52bde-08bd-4713-b044-e72f88d4005e,knowsLanguage,de,German,Language Representation Change,Person,Person187
186,36b52bde-08bd-4713-b044-e72f88d4005e,knowsLanguage,de,,omission,Person,Person187
187,458b382a-39be-4490-bc38-47f2303c6066,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person188
187,458b382a-39be-4490-bc38-47f2303c6066,jobTitle,Midwife,,omission,HealthcarePersonnel,Person188
187,458b382a-39be-4490-bc38-47f2303c6066,birthDate,1986-05-09,09-05-1986,Birth Date Format Change,Person,Person188
187,458b382a-39be-4490-bc38-47f2303c6066,personName,Kenneth Thompson,K. Thompson,Name Abbreviation,Person,Person188
188,86268bc5-fb1d-4776-9d90-f14f901173ff,birthDate,1986-01-22,22-01-1986,Birth Date Format Change,Person,Person189
188,86268bc5-fb1d-4776-9d90-f14f901173ff,personName,Ashley Meyers,A. Meyers,Name Abbreviation,Person,Person189
188,86268bc5-fb1d-4776-9d90-f14f901173ff,email,ashleymeyers@healthcare.org,ashleymepers@healthcare.org,Email Typo,HealthcarePersonnel,Person189
188,86268bc5-fb1d-4776-9d90-f14f901173ff,email,ashleymeyers@healthcare.org,,omission,HealthcarePersonnel,Person189
189,e32873d3-af2b-4a60-baa1-fb842bfea4d7,email,briannamendez@healthcare.org,,omission,HealthcarePersonnel,Person190
190,33e732ba-a98f-4794-a008-e092515945b3,email,cameronhawkins@healthcare.org,camerpnhawkins@healthcare.org,Email Typo,HealthcarePersonnel,Person191
190,33e732ba-a98f-4794-a008-e092515945b3,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person191
190,33e732ba-a98f-4794-a008-e092515945b3,birthDate,1978-07-22,22-07-1978,Birth Date Format Change,Person,Person191
190,33e732ba-a98f-4794-a008-e092515945b3,jobTitle,Epidemiologist,Epidemioloigst,Job Title Typo,HealthcarePersonnel,Person191
190,33e732ba-a98f-4794-a008-e092515945b3,personName,Cameron Hawkins,Hawkins Cameron,Name Order Change,Person,Person191
190,33e732ba-a98f-4794-a008-e092515945b3,birthDate,1978-07-22,,omission,Person,Person191
191,fab3cd59-0b37-4e56-b7d4-f87e53a9917f,birthDate,1977-11-03,,omission,Person,Person192
191,fab3cd59-0b37-4e56-b7d4-f87e53a9917f,email,amyrogers@healthcare.org,amyoogers@healthcare.org,Email Typo,HealthcarePersonnel,Person192
192,beac3189-6da6-4651-8d70-61fc858f12c1,email,sheilaortiz@healthcare.org,,omission,HealthcarePersonnel,Person193
192,beac3189-6da6-4651-8d70-61fc858f12c1,personName,Sheila Ortiz,S. Ortiz,Name Abbreviation,Person,Person193
192,beac3189-6da6-4651-8d70-61fc858f12c1,birthDate,1985-06-20,20-06-1985,Birth Date Format Change,Person,Person193
192,beac3189-6da6-4651-8d70-61fc858f12c1,knowsLanguage,de,German,Language Representation Change,Person,Person193
193,d309e0ab-6c1e-431b-9592-fc8533d03dbb,birthDate,1974-12-03,,omission,Person,Person194
194,08ef284a-0e85-4205-b4ca-9e2a159101f7,email,luisatkinson@healthcare.org,luisatxinson@healthcare.org,Email Typo,HealthcarePersonnel,Person195
194,08ef284a-0e85-4205-b4ca-9e2a159101f7,email,luisatkinson@healthcare.org,,omission,HealthcarePersonnel,Person195
195,6f4c5ed5-dac1-442b-8060-84594b9dc20f,birthDate,1985-08-24,,omission,Person,Person196
195,6f4c5ed5-dac1-442b-8060-84594b9dc20f,birthDate,1985-08-24,24-08-1985,Birth Date Format Change,Person,Person196
195,6f4c5ed5-dac1-442b-8060-84594b9dc20f,personName,Breanna Mitchell,B. Mitchell,Name Abbreviation,Person,Person196
196,6bd42d41-e42d-4aa8-9acc-d45a68bb4d78,email,debragreene@healthcare.org,,omission,HealthcarePersonnel,Person197
197,9f332e1e-2c05-4670-bfba-2aaf70cd4299,knowsLanguage,de,,omission,Person,Person198
198,6dc67412-1ea0-4961-af0e-0403b33c8fd9,email,richardespinoza@healthcare.org,,omission,HealthcarePersonnel,Person199
198,6dc67412-1ea0-4961-af0e-0403b33c8fd9,personName,Richard Espinoza,R. Espinoza,Name Abbreviation,Person,Person199
198,6dc67412-1ea0-4961-af0e-0403b33c8fd9,birthDate,1959-10-28,28-10-1959,Birth Date Format Change,Person,Person199
199,259ef6d7-908b-4a78-9fa6-484d73eed27b,email,kathryngriffin@healthcare.org,,omission,HealthcarePersonnel,Person200
200,868a4d2e-81a8-4afa-b125-1f9b62639aad,birthDate,1973-11-19,,omission,Person,Person201
200,868a4d2e-81a8-4afa-b125-1f9b62639aad,jobTitle,Registered Nurse,Rgeistered Nurse,Job Title Typo,HealthcarePersonnel,Person201
200,868a4d2e-81a8-4afa-b125-1f9b62639aad,email,jasminewells@healthcare.org,jasmanewells@healthcare.org,Email Typo,HealthcarePersonnel,Person201
201,f10fb7ea-a337-4c22-bf81-129d7d9660bf,personName,Jessica Farrell,Farrell Jessica,Name Order Change,Person,Person202
201,f10fb7ea-a337-4c22-bf81-129d7d9660bf,birthDate,1984-09-17,17-09-1984,Birth Date Format Change,Person,Person202
201,f10fb7ea-a337-4c22-bf81-129d7d9660bf,knowsLanguage,de,German,Language Representation Change,Person,Person202
201,f10fb7ea-a337-4c22-bf81-129d7d9660bf,jobTitle,Cytotechnologist,Cytotechnolgoist,Job Title Typo,HealthcarePersonnel,Person202
201,f10fb7ea-a337-4c22-bf81-129d7d9660bf,birthDate,1984-09-17,,omission,Person,Person202
202,f168e8c8-f08d-4031-99d9-84c3d23e8189,email,alisonyoung@healthcare.org,,omission,HealthcarePersonnel,Person203
202,f168e8c8-f08d-4031-99d9-84c3d23e8189,birthDate,2000-01-30,30-01-2000,Birth Date Format Change,Person,Person203
202,f168e8c8-f08d-4031-99d9-84c3d23e8189,personName,Alison Young,Young Alison,Name Order Change,Person,Person203
203,d06d6dc1-b345-4ecc-bddd-cc9fd559b1d4,email,heathergardner@healthcare.org,,omission,HealthcarePersonnel,Person204
204,dfd26ce8-5727-40df-a225-5a905d05a6b0,birthDate,1989-01-05,,omission,Person,Person205
205,6c40e980-8c84-4bde-be25-cf2f1c029e94,personName,Judy King,King Judy,Name Order Change,Person,Person206
205,6c40e980-8c84-4bde-be25-cf2f1c029e94,email,judyking@healthcare.org,,omission,HealthcarePersonnel,Person206
205,6c40e980-8c84-4bde-be25-cf2f1c029e94,knowsLanguage,nl,Dutch,Language Representation Change,Person,Person206
205,6c40e980-8c84-4bde-be25-cf2f1c029e94,birthDate,1998-09-21,21-09-1998,Birth Date Format Change,Person,Person206
206,5b400d5c-9ced-4b4d-94c5-6d61001cfd71,personName,Patricia Mckenzie,P. Mckenzie,Name Abbreviation,Person,Person207
206,5b400d5c-9ced-4b4d-94c5-6d61001cfd71,knowsLanguage,de,,omission,Person,Person207
206,5b400d5c-9ced-4b4d-94c5-6d61001cfd71,knowsLanguage,de,German,Language Representation Change,Person,Person207
207,2a35b008-eaca-499b-9daf-1a12db19a9b5,jobTitle,Dental Hygienist,,omission,HealthcarePersonnel,Person208
208,03b08689-1357-4ea1-8cfe-cbc12dcfea01,birthDate,1992-08-25,,omission,Person,Person209
209,8e2fb404-5dda-433f-ab6f-12797f776986,birthDate,1966-05-15,,omission,Person,Person210
209,8e2fb404-5dda-433f-ab6f-12797f776986,birthDate,1966-05-15,15-05-1966,Birth Date Format Change,Person,Person210
209,8e2fb404-5dda-433f-ab6f-12797f776986,personName,Laura Cooke,Cooke Laura,Name Order Change,Person,Person210
210,7e42990d-ed1d-4d83-8191-2a676304b6a9,jobTitle,Licensed Practical Nurse,Licensed Practical uNrse,Job Title Typo,HealthcarePersonnel,Person211
210,7e42990d-ed1d-4d83-8191-2a676304b6a9,knowsLanguage,de,,omission,Person,Person211
210,7e42990d-ed1d-4d83-8191-2a676304b6a9,email,timothyho@healthcare.org,tvmothyho@healthcare.org,Email Typo,HealthcarePersonnel,Person211
211,6ca14c64-01d2-42bf-a7f5-7b9a6a0e752e,knowsLanguage,de,,omission,Person,Person212
212,2c099e1a-803d-47cb-ad37-eef037ab02a9,knowsLanguage,de,German,Language Representation Change,Person,Person213
212,2c099e1a-803d-47cb-ad37-eef037ab02a9,birthDate,1962-05-06,,omission,Person,Person213
212,2c099e1a-803d-47cb-ad37-eef037ab02a9,jobTitle,Community Outreach Specialist,Communit yOutreach Specialist,Job Title Typo,HealthcarePersonnel,Person213
212,2c099e1a-803d-47cb-ad37-eef037ab02a9,personName,Gabriel Hunt,G. Hunt,Name Abbreviation,Person,Person213
212,2c099e1a-803d-47cb-ad37-eef037ab02a9,birthDate,1962-05-06,06-05-1962,Birth Date Format Change,Person,Person213
212,2c099e1a-803d-47cb-ad37-eef037ab02a9,email,gabrielhunt@healthcare.org,gabriewhunt@healthcare.org,Email Typo,HealthcarePersonnel,Person213
213,f5bfd913-72d1-4af0-a2a5-f0cb9fd9572a,personName,Dr. Angela Cruz DVM,D. Angela Cruz DVM,Name Abbreviation,Person,Person214
213,f5bfd913-72d1-4af0-a2a5-f0cb9fd9572a,email,drangelacruzdvm@healthcare.org,,omission,HealthcarePersonnel,Person214
213,f5bfd913-72d1-4af0-a2a5-f0cb9fd9572a,jobTitle,Physical Therapy Assistant,Physical TherapyA ssistant,Job Title Typo,HealthcarePersonnel,Person214
214,203fb98a-a752-41de-9966-323ddeb26469,personName,Michael Paul,M. Paul,Name Abbreviation,Person,Person215
214,203fb98a-a752-41de-9966-323ddeb26469,email,michaelpaul@healthcare.org,michaelpaml@healthcare.org,Email Typo,HealthcarePersonnel,Person215
